team,season,season_type_offense,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety_offense,interception_offense,fumble_offense,fumble_lost_offense,fumble_forced_offense,fumble_not_forced_offense,fumble_out_of_bounds_offense,offense_snaps,rush_snaps_offense,pass_snaps_offense,total_off_points,total_def_points,win_offense,loss_offense,tie_offense,record_offense,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety_offense,average_interception_offense,average_fumble_offense,average_fumble_lost_offense,average_fumble_forced_offense,average_fumble_not_forced_offense,average_fumble_out_of_bounds_offense,rush_pct_offense,pass_pct_offense,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,season_type_defense,safety_defense,interception_defense,fumble_defense,fumble_lost_defense,fumble_forced_defense,fumble_not_forced_defense,fumble_out_of_bounds_defense,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps_defense,pass_snaps_defense,win_defense,loss_defense,tie_defense,record_defense,average_safety_defense,average_interception_defense,average_fumble_defense,average_fumble_lost_defense,average_fumble_forced_defense,average_fumble_not_forced_defense,average_fumble_out_of_bounds_defense,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct_defense,pass_pct_defense
CHI,2015,REG,807.0,297.0,576.0,17.0,5697,511.0,334.0,177.0,3843.0,4327.0,3843.0,1841.0,470,1854.0,31.0,177.0,108.0,93.0,126.0,6.0,4.0,14.0,21.0,0.0,12.0,24.0,11.0,12.0,12.0,1.0,1030,463,559,345.0,24.0,6.0,10.0,0.0,'6-10-0,0.375,50.4375,18.5625,36.0,1.0625,356.0625,31.9375,20.875,11.0625,240.1875,270.4375,240.1875,115.0625,29.375,115.875,1.9375,11.0625,6.75,5.8125,7.875,0.375,0.25,0.875,1.3125,0.0,0.75,1.5,0.6875,0.75,0.75,0.0625,0.45,0.54,4327.0,4327.0,334.0,21.0,511.0,5.53,8.468,0.896,1.09,0.654,0.023,0.041,7.52,0.041,7.52,8.47,11.51,0.03,3.94,1315.0,56.0,0.04,9540.0,7.25,REG,0.0,8.0,14.0,7.0,7.0,7.0,1.0,679.0,109.0,37.0,35.0,91.0,0,0.0,0.0,0.0,0.0,980,421,546,6.0,10.0,0.0,'6-10-0,0.0,0.5,0.875,0.4375,0.4375,0.4375,0.0625,42.4375,6.8125,2.3125,2.1875,5.6875,0.0,0.0,0.0,0.0,0.0,0.43,0.56
CIN,2015,REG,672.0,101.0,572.0,36.0,5909,496.0,334.0,162.0,4104.0,4432.0,4104.0,1803.0,468,1805.0,35.0,191.0,99.0,81.0,120.0,7.0,5.0,18.0,31.0,0.0,9.0,17.0,9.0,7.0,10.0,1.0,1005,451,537,416.0,18.0,12.0,5.0,0.0,'12-5-0,0.706,42.64705882352941,5.941176470588236,36.41176470588236,2.294117647058824,365.4117647058824,31.529411764705884,21.0,10.529411764705882,253.8823529411765,279.29411764705884,253.8823529411765,110.05882352941175,29.0,111.52941176470588,2.294117647058824,11.882352941176473,6.117647058823529,5.0588235294117645,7.647058823529412,0.4705882352941176,0.2941176470588235,1.1176470588235294,1.8823529411764703,0.0,0.5882352941176471,1.2941176470588236,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.0588235294117647,0.45,0.53,4432.0,4432.0,334.0,31.0,496.0,5.88,8.935,13.43,17.103,0.673,0.018,0.062,8.27,0.062,8.27,8.94,12.29,0.038,3.86,1298.0,80.0,0.06,10013.0,7.71,REG,0.0,21.0,11.0,6.0,10.0,1.0,1.0,703.0,167.0,27.0,42.0,106.0,1,0.0,0.0,0.0,0.0,1034,339,686,12.0,5.0,0.0,'12-5-0,0.0,1.2941176470588236,0.7647058823529411,0.4117647058823529,0.7058823529411765,0.0588235294117647,0.1176470588235294,44.1764705882353,10.294117647058824,1.588235294117647,2.7058823529411766,6.705882352941177,0.0588235294117647,0.0,0.0,0.0,0.0,0.33,0.66
CLE,2015,REG,762.0,51.0,706.0,45.0,5685,597.0,371.0,226.0,4156.0,4871.0,4156.0,1953.0,380,1529.0,47.0,192.0,81.0,95.0,132.0,10.0,14.0,7.0,20.0,0.0,12.0,27.0,16.0,22.0,5.0,1.0,1046,374,665,274.0,12.0,3.0,13.0,0.0,'3-13-0,0.188,47.625,3.1875,44.125,2.8125,355.3125,37.3125,23.1875,14.125,259.75,304.4375,259.75,122.0625,23.75,95.5625,2.9375,12.0,5.0625,5.9375,8.25,0.625,0.875,0.4375,1.25,0.0,0.75,1.6875,1.0,1.375,0.3125,0.0625,0.36,0.64,4871.0,4871.0,371.0,20.0,597.0,5.43,8.159,1.144,1.089,0.621,0.02,0.034,6.96,0.034,6.96,8.16,11.2,0.018,4.02,1348.0,47.0,0.03,9841.0,7.3,REG,0.0,11.0,19.0,12.0,15.0,4.0,1.0,652.0,166.0,14.0,29.0,68.0,2,0.0,0.0,0.0,0.0,1002,445,541,3.0,13.0,0.0,'3-13-0,0.0,0.6875,1.1875,0.75,0.9375,0.25,0.0625,40.75,10.375,0.875,1.8125,4.25,0.125,0.0,0.0,0.0,0.0,0.44,0.54
DAL,2015,REG,568.0,72.0,578.0,19.0,5567,506.0,334.0,172.0,3677.0,4053.0,3677.0,1769.0,408,1890.0,39.0,175.0,94.0,66.0,125.0,8.0,8.0,8.0,16.0,0.0,22.0,19.0,11.0,15.0,4.0,2.0,970,400,560,266.0,30.0,4.0,12.0,0.0,'4-12-0,0.25,35.5,4.5,36.125,1.1875,347.9375,31.625,20.875,10.75,229.8125,253.3125,229.8125,110.5625,25.5,118.125,2.4375,10.9375,5.875,4.125,7.8125,0.5,0.5,0.5,1.0,0.0,1.375,1.1875,0.6875,0.9375,0.25,0.125,0.41,0.58,4053.0,4053.0,334.0,16.0,506.0,5.74,8.01,0.701,0.792,0.66,0.043,0.032,7.27,0.032,7.27,8.01,11.01,0.02,4.63,1248.0,40.0,0.03,9244.0,7.41,REG,1.0,8.0,11.0,3.0,5.0,6.0,1.0,604.0,206.0,84.0,31.0,75.0,1,0.0,0.0,0.0,0.0,999,441,538,4.0,12.0,0.0,'4-12-0,0.0625,0.5,0.6875,0.1875,0.3125,0.375,0.0625,37.75,12.875,5.25,1.9375,4.6875,0.0625,0.0,0.0,0.0,0.0,0.44,0.54
DEN,2015,REG,723.0,108.0,656.0,12.0,5934,583.0,368.0,215.0,4216.0,5534.0,4216.0,1852.0,412,1718.0,40.0,201.0,85.0,79.0,145.0,7.0,7.0,13.0,19.0,1.0,23.0,18.0,10.0,13.0,5.0,0.0,1057,403,644,320.0,18.0,15.0,4.0,0.0,'15-4-0,0.789,43.10526315789474,7.2105263157894735,40.0,0.6842105263157895,356.3684210526316,35.473684210526315,22.05263157894737,13.421052631578949,250.26315789473685,336.6842105263158,250.26315789473685,106.52631578947368,26.473684210526315,106.10526315789474,2.8421052631578947,11.947368421052632,5.105263157894737,4.684210526315789,9.526315789473683,0.3684210526315789,0.4210526315789473,0.7894736842105263,1.105263157894737,0.0526315789473684,1.263157894736842,1.2105263157894737,0.631578947368421,0.7894736842105263,0.4210526315789473,0.0526315789473684,0.38,0.61,5534.0,5534.0,368.0,19.0,583.0,5.61,9.492,18.385,14.22,0.631,0.039,0.033,7.23,0.033,7.23,9.49,11.46,0.032,4.17,1363.0,51.0,0.04,10150.0,7.45,REG,1.0,14.0,24.0,11.0,19.0,5.0,3.0,683.0,121.0,27.0,52.0,119.0,5,1.0,0.0,0.0,0.0,1037,396,626,15.0,4.0,0.0,'15-4-0,0.0526315789473684,0.8947368421052632,1.631578947368421,0.7894736842105263,1.368421052631579,0.2631578947368421,0.1578947368421052,42.10526315789474,8.052631578947368,2.1052631578947367,3.473684210526316,7.894736842105263,0.3157894736842105,0.1052631578947368,0.0,0.0,0.0,0.38,0.6
DET,2015,REG,739.0,68.0,703.0,26.0,5798,618.0,420.0,198.0,4463.0,4132.0,4463.0,2495.0,356,1335.0,38.0,236.0,71.0,75.0,128.0,7.0,7.0,7.0,33.0,0.0,14.0,16.0,9.0,12.0,4.0,2.0,1033,344,677,343.0,6.0,7.0,9.0,0.0,'7-9-0,0.438,46.1875,4.25,43.9375,1.625,362.375,38.625,26.25,12.375,278.9375,258.25,278.9375,155.9375,22.25,83.4375,2.375,14.75,4.4375,4.6875,8.0,0.4375,0.4375,0.4375,2.0625,0.0,0.875,1.0,0.5625,0.75,0.25,0.125,0.33,0.66,4132.0,4132.0,420.0,33.0,618.0,5.61,6.686,0.64,0.855,0.68,0.023,0.053,7.22,0.053,7.22,6.69,10.63,0.02,3.75,1394.0,73.0,0.05,10261.0,7.36,REG,2.0,9.0,25.0,10.0,17.0,8.0,2.0,708.0,123.0,36.0,43.0,101.0,2,0.0,0.0,0.0,0.0,1002,412,572,7.0,9.0,0.0,'7-9-0,0.125,0.5625,1.5625,0.625,1.0625,0.5,0.125,44.25,7.6875,2.25,2.6875,6.3125,0.125,0.0,0.0,0.0,0.0,0.41,0.57
GB,2015,REG,840.0,440.0,665.0,47.0,5675,565.0,348.0,217.0,3825.0,4633.0,3853.0,1980.0,437,1850.0,44.0,173.0,100.0,70.0,138.0,11.0,10.0,9.0,31.0,1.0,8.0,24.0,9.0,19.0,5.0,2.0,1061,423,623,359.0,18.0,11.0,7.0,0.0,'11-7-0,0.611,52.22222222222222,27.83333333333333,41.66666666666666,2.7222222222222223,356.77777777777777,35.77777777777778,21.83333333333333,13.944444444444445,238.66666666666663,307.55555555555554,240.22222222222223,118.66666666666669,27.27777777777778,118.11111111111111,2.7777777777777777,10.88888888888889,6.444444444444445,4.444444444444445,8.555555555555555,0.7222222222222222,0.6111111111111112,0.6111111111111112,1.9444444444444444,0.1111111111111111,0.5,1.3888888888888888,0.5555555555555556,1.1111111111111112,0.2777777777777778,0.1111111111111111,0.4,0.59,4633.0,4633.0,348.0,31.0,565.0,5.35,8.2,7.866,7.958,0.616,0.014,0.055,6.77,0.055,6.82,8.2,11.07,0.021,4.23,1350.0,71.0,0.05,9528.0,7.06,REG,0.0,16.0,19.0,6.0,13.0,6.0,1.0,691.0,130.0,36.0,43.0,89.0,2,0.0,0.0,0.0,0.0,1016,417,593,11.0,7.0,0.0,'11-7-0,0.0,1.0,1.2777777777777777,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.0555555555555555,42.888888888888886,8.5,2.333333333333333,2.888888888888889,5.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.41,0.58
HOU,2015,REG,669.0,67.0,667.0,12.0,5810,607.0,358.0,249.0,4079.0,5939.0,4079.0,1356.0,473,1731.0,41.0,210.0,90.0,96.0,153.0,6.0,13.0,7.0,29.0,0.0,12.0,24.0,10.0,17.0,7.0,0.0,1130,452,656,324.0,18.0,9.0,8.0,0.0,'9-8-0,0.529,42.1764705882353,3.941176470588236,41.41176470588236,0.7058823529411765,356.47058823529414,37.47058823529412,21.94117647058824,15.529411764705882,247.94117647058823,369.11764705882354,247.94117647058823,82.47058823529412,29.294117647058822,108.52941176470588,2.4705882352941178,12.941176470588236,5.470588235294118,6.0,9.470588235294118,0.3529411764705882,0.8235294117647058,0.4117647058823529,1.7058823529411764,0.0,0.9411764705882352,1.5294117647058822,0.6470588235294118,1.1176470588235294,0.4117647058823529,0.0,0.4,0.58,5939.0,5939.0,358.0,29.0,607.0,5.14,9.784,11.269,6.977,0.59,0.02,0.048,6.72,0.048,6.72,9.78,11.39,0.015,3.66,1438.0,65.0,0.05,9889.0,6.88,REG,0.0,14.0,18.0,9.0,14.0,4.0,1.0,613.0,182.0,66.0,45.0,102.0,3,0.0,0.0,0.0,0.0,988,374,599,9.0,8.0,0.0,'9-8-0,0.0,0.8823529411764706,1.0588235294117647,0.5294117647058824,0.8235294117647058,0.2352941176470588,0.0588235294117647,38.05882352941177,11.882352941176473,4.470588235294118,2.823529411764706,6.235294117647059,0.1764705882352941,0.0,0.0,0.0,0.0,0.38,0.61
IND,2015,REG,663.0,108.0,690.0,38.0,5366,600.0,355.0,245.0,3928.0,5285.0,3928.0,1647.0,396,1438.0,37.0,195.0,77.0,94.0,141.0,7.0,6.0,9.0,26.0,0.0,19.0,18.0,10.0,13.0,5.0,1.0,1054,377,656,320.0,6.0,8.0,8.0,0.0,'8-8-0,0.5,41.4375,6.75,43.125,2.375,335.375,37.5,22.1875,15.3125,245.5,330.3125,245.5,102.9375,24.75,89.875,2.3125,12.1875,4.8125,5.875,8.8125,0.4375,0.375,0.5625,1.625,0.0,1.1875,1.125,0.625,0.8125,0.3125,0.0625,0.36,0.62,5285.0,5285.0,355.0,26.0,600.0,5.09,8.808,11.08,11.321,0.592,0.032,0.043,6.55,0.043,6.55,8.81,11.06,0.023,3.63,1351.0,61.0,0.05,9294.0,6.88,REG,1.0,17.0,21.0,9.0,14.0,7.0,1.0,644.0,175.0,29.0,35.0,85.0,5,0.0,0.0,0.0,0.0,1074,439,619,8.0,8.0,0.0,'8-8-0,0.0625,1.0625,1.3125,0.5625,0.875,0.4375,0.0625,40.25,10.9375,1.8125,2.1875,5.3125,0.3125,0.0,0.0,0.0,0.0,0.41,0.58
JAX,2015,REG,648.0,51.0,687.0,29.0,5901,589.0,355.0,234.0,4428.0,5586.0,4428.0,1841.0,354,1473.0,29.0,215.0,69.0,72.0,133.0,8.0,7.0,5.0,35.0,0.0,18.0,22.0,10.0,13.0,9.0,1.0,1017,348,660,359.0,42.0,5.0,11.0,0.0,'5-11-0,0.312,40.5,3.1875,42.9375,1.8125,368.8125,36.8125,22.1875,14.625,276.75,349.125,276.75,115.0625,22.125,92.0625,1.8125,13.4375,4.3125,4.5,8.3125,0.5,0.4375,0.3125,2.1875,0.0,1.125,1.375,0.625,0.8125,0.5625,0.0625,0.34,0.65,5586.0,5586.0,355.0,35.0,589.0,5.8,9.484,1.118,1.035,0.603,0.031,0.059,7.52,0.059,7.52,9.48,12.47,0.014,4.16,1298.0,75.0,0.06,10329.0,7.96,REG,0.0,9.0,19.0,9.0,15.0,4.0,1.0,721.0,133.0,22.0,36.0,71.0,3,0.0,0.0,0.0,0.0,1105,443,636,5.0,11.0,0.0,'5-11-0,0.0,0.5625,1.1875,0.5625,0.9375,0.25,0.0625,45.0625,8.3125,1.375,2.25,4.4375,0.1875,0.0,0.0,0.0,0.0,0.4,0.58
KC,2015,REG,663.0,21.0,577.0,60.0,5537,466.0,310.0,156.0,3493.0,3167.0,3493.0,1936.0,436,2044.0,38.0,155.0,116.0,76.0,123.0,6.0,3.0,19.0,20.0,0.0,7.0,14.0,7.0,9.0,5.0,1.0,959,422,523,369.0,12.0,12.0,6.0,0.0,'12-6-0,0.667,42.44444444444444,1.7222222222222223,36.66666666666666,3.7777777777777777,347.1666666666667,29.83333333333333,19.77777777777778,10.055555555555555,218.27777777777777,207.66666666666663,218.27777777777777,117.44444444444444,28.05555555555556,128.88888888888889,2.388888888888889,9.833333333333334,7.444444444444445,5.111111111111111,7.666666666666667,0.3888888888888889,0.2222222222222222,1.2222222222222223,1.2222222222222223,0.0,0.4444444444444444,0.8333333333333334,0.4444444444444444,0.5555555555555556,0.2777777777777778,0.0555555555555555,0.44,0.55,3167.0,3167.0,310.0,20.0,466.0,5.77,6.796,0.808,1.024,0.665,0.015,0.043,7.5,0.043,7.5,6.8,11.27,0.044,4.69,1212.0,59.0,0.05,9030.0,7.45,REG,1.0,22.0,20.0,8.0,15.0,6.0,3.0,727.0,101.0,33.0,47.0,85.0,6,0.0,0.0,0.0,0.0,1043,379,656,12.0,6.0,0.0,'12-6-0,0.0555555555555555,1.4444444444444444,1.2222222222222223,0.5,0.9444444444444444,0.3333333333333333,0.1666666666666666,43.94444444444444,6.833333333333333,2.2222222222222223,2.7777777777777777,4.888888888888889,0.3333333333333333,0.0,0.0,0.0,0.0,0.36,0.63
LA,2015,REG,414.0,52.0,497.0,7.0,4887,462.0,273.0,189.0,2931.0,3806.0,2931.0,1565.0,430,1956.0,59.0,126.0,92.0,52.0,149.0,4.0,9.0,17.0,11.0,0.0,11.0,20.0,10.0,15.0,5.0,1.0,922,416,490,263.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,25.875,3.25,31.0625,0.4375,305.4375,28.875,17.0625,11.8125,183.1875,237.875,183.1875,97.8125,26.875,122.25,3.6875,7.875,5.75,3.25,9.3125,0.25,0.5625,1.0625,0.6875,0.0,0.6875,1.25,0.625,0.9375,0.3125,0.0625,0.45,0.53,3806.0,3806.0,273.0,11.0,462.0,5.3,8.238,0.83,0.851,0.591,0.024,0.024,6.34,0.024,6.34,8.24,10.74,0.04,4.55,1165.0,39.0,0.03,7818.0,6.71,REG,1.0,13.0,30.0,13.0,19.0,11.0,3.0,736.0,178.0,23.0,41.0,111.0,3,0.0,0.0,0.0,0.0,1094,437,636,7.0,9.0,0.0,'7-9-0,0.0625,0.8125,1.875,0.8125,1.1875,0.6875,0.1875,46.0,11.125,1.4375,2.5625,6.9375,0.1875,0.0,0.0,0.0,0.0,0.4,0.58
LAC,2015,REG,1048.0,251.0,718.0,11.0,6213,654.0,442.0,212.0,4855.0,4838.0,4855.0,2622.0,393,1358.0,40.0,230.0,79.0,97.0,134.0,5.0,10.0,4.0,30.0,1.0,13.0,19.0,11.0,16.0,3.0,3.0,1103,387,709,319.0,30.0,4.0,12.0,0.0,'4-12-0,0.25,65.5,15.6875,44.875,0.6875,388.3125,40.875,27.625,13.25,303.4375,302.375,303.4375,163.875,24.5625,84.875,2.5,14.375,4.9375,6.0625,8.375,0.3125,0.625,0.25,1.875,0.0625,0.8125,1.1875,0.6875,1.0,0.1875,0.1875,0.35,0.64,4838.0,4838.0,442.0,30.0,654.0,5.63,7.398,1.221,1.275,0.676,0.02,0.046,7.42,0.046,7.42,7.4,10.98,0.01,3.46,1489.0,64.0,0.04,11068.0,7.43,REG,0.0,11.0,15.0,9.0,9.0,6.0,0.0,605.0,161.0,114.0,32.0,72.0,1,0.0,0.0,0.0,0.0,962,406,542,4.0,12.0,0.0,'4-12-0,0.0,0.6875,0.9375,0.5625,0.5625,0.375,0.0,37.8125,10.0625,7.125,2.0,4.5,0.0625,0.0,0.0,0.0,0.0,0.42,0.56
LV,2015,REG,741.0,78.0,657.0,17.0,5586,591.0,373.0,218.0,4129.0,4743.0,4141.0,1861.0,370,1457.0,31.0,193.0,74.0,86.0,134.0,5.0,8.0,7.0,34.0,2.0,14.0,28.0,12.0,18.0,10.0,5.0,1011,358,640,352.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,46.3125,4.875,41.0625,1.0625,349.125,36.9375,23.3125,13.625,258.0625,296.4375,258.8125,116.3125,23.125,91.0625,1.9375,12.0625,4.625,5.375,8.375,0.3125,0.5,0.4375,2.125,0.125,0.875,1.75,0.75,1.125,0.625,0.3125,0.35,0.63,4743.0,4743.0,373.0,34.0,591.0,5.53,8.025,0.895,0.964,0.631,0.024,0.058,6.99,0.058,7.01,8.03,11.1,0.019,3.94,1334.0,75.0,0.06,9727.0,7.29,REG,2.0,14.0,16.0,9.0,14.0,2.0,1.0,759.0,122.0,42.0,38.0,74.0,1,1.0,0.0,0.0,0.0,1091,398,684,7.0,9.0,0.0,'7-9-0,0.125,0.875,1.0,0.5625,0.875,0.125,0.0625,47.4375,7.625,2.625,2.375,4.625,0.0625,0.0625,0.0,0.0,0.0,0.36,0.63
MIA,2015,REG,797.0,87.0,639.0,6.0,5727,576.0,365.0,211.0,4231.0,5154.0,4231.0,1876.0,345,1496.0,34.0,194.0,72.0,63.0,142.0,8.0,14.0,11.0,24.0,4.0,12.0,21.0,6.0,13.0,8.0,3.0,980,335,633,288.0,12.0,6.0,10.0,0.0,'6-10-0,0.375,49.8125,5.4375,39.9375,0.375,357.9375,36.0,22.8125,13.1875,264.4375,322.125,264.4375,117.25,21.5625,93.5,2.125,12.125,4.5,3.9375,8.875,0.5,0.875,0.6875,1.5,0.25,0.75,1.3125,0.375,0.8125,0.5,0.1875,0.34,0.65,5154.0,5154.0,365.0,24.0,576.0,5.84,8.948,1.187,1.173,0.634,0.021,0.042,7.35,0.042,7.35,8.95,11.59,0.032,4.34,1286.0,59.0,0.05,9958.0,7.74,REG,0.0,13.0,14.0,4.0,9.0,5.0,2.0,722.0,153.0,39.0,31.0,86.0,3,0.0,0.0,0.0,0.0,1076,485,573,6.0,10.0,0.0,'6-10-0,0.0,0.8125,0.875,0.25,0.5625,0.3125,0.125,45.125,9.5625,2.4375,1.9375,5.375,0.1875,0.0,0.0,0.0,0.0,0.45,0.53
MIN,2015,REG,465.0,35.0,527.0,29.0,5457,445.0,294.0,151.0,3246.0,3273.0,3246.0,1808.0,475,2211.0,57.0,153.0,113.0,76.0,123.0,5.0,6.0,20.0,14.0,1.0,9.0,24.0,9.0,16.0,8.0,4.0,974,462,499,341.0,0.0,11.0,6.0,0.0,'11-6-0,0.647,28.764705882352946,2.0588235294117645,32.588235294117645,1.7058823529411764,333.0,27.58823529411765,18.294117647058822,9.294117647058824,199.52941176470588,200.41176470588235,199.52941176470588,111.47058823529412,29.647058823529413,133.47058823529412,3.588235294117647,9.352941176470589,6.882352941176471,4.647058823529412,7.823529411764706,0.3529411764705882,0.3529411764705882,1.1764705882352942,0.8235294117647058,0.0588235294117647,0.5294117647058824,1.4705882352941178,0.5882352941176471,1.0,0.4705882352941176,0.2352941176470588,0.47,0.51,3273.0,3273.0,294.0,14.0,445.0,5.6,7.355,8.457,15.345,0.661,0.02,0.031,7.29,0.031,7.29,7.36,11.04,0.042,4.65,1214.0,48.0,0.04,8703.0,7.17,REG,0.0,13.0,15.0,8.0,10.0,5.0,1.0,693.0,146.0,101.0,43.0,104.0,3,0.0,0.0,0.0,0.0,1018,401,604,11.0,6.0,0.0,'11-6-0,0.0,0.8235294117647058,1.0,0.4705882352941176,0.5882352941176471,0.4117647058823529,0.0588235294117647,42.8235294117647,9.176470588235292,6.529411764705882,2.647058823529412,6.529411764705882,0.1764705882352941,0.0,0.0,0.0,0.0,0.39,0.59
NE,2015,REG,648.0,135.0,672.0,7.0,6216,622.0,404.0,218.0,4812.0,4935.0,4812.0,2444.0,383,1404.0,30.0,229.0,87.0,88.0,127.0,9.0,6.0,16.0,36.0,0.0,7.0,14.0,5.0,11.0,3.0,2.0,1050,364,665,465.0,12.0,13.0,5.0,0.0,'13-5-0,0.722,41.94444444444444,8.055555555555555,43.16666666666666,0.5,383.8888888888889,39.888888888888886,25.5,14.38888888888889,301.3333333333333,315.05555555555554,301.3333333333333,149.83333333333334,23.0,82.55555555555556,1.7777777777777777,14.38888888888889,5.166666666666667,5.333333333333333,8.11111111111111,0.6111111111111112,0.4444444444444444,1.0,2.1666666666666665,0.0,0.5,0.8333333333333334,0.2777777777777778,0.6666666666666666,0.1666666666666666,0.1111111111111111,0.35,0.63,4935.0,4935.0,404.0,36.0,622.0,5.92,7.934,6.615,6.761,0.65,0.011,0.058,7.74,0.058,7.74,7.93,11.91,0.042,3.67,1409.0,88.0,0.06,11028.0,7.83,REG,1.0,12.0,27.0,11.0,22.0,5.0,6.0,628.0,193.0,70.0,49.0,91.0,2,0.0,0.0,0.0,0.0,1045,391,647,13.0,5.0,0.0,'13-5-0,0.0555555555555555,0.6666666666666666,1.6111111111111112,0.7222222222222222,1.2777777777777777,0.3333333333333333,0.3333333333333333,39.66666666666666,12.055555555555555,3.9444444444444446,2.9444444444444446,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.37,0.62
NO,2015,REG,635.0,64.0,702.0,3.0,6696,655.0,460.0,195.0,5205.0,5208.0,5205.0,2538.0,399,1491.0,39.0,247.0,98.0,104.0,114.0,10.0,6.0,16.0,32.0,0.0,12.0,18.0,7.0,14.0,4.0,0.0,1100,383,699,390.0,12.0,7.0,9.0,0.0,'7-9-0,0.438,39.6875,4.0,43.875,0.1875,418.5,40.9375,28.75,12.1875,325.3125,325.5,325.3125,158.625,24.9375,93.1875,2.4375,15.4375,6.125,6.5,7.125,0.625,0.375,1.0,2.0,0.0,0.75,1.125,0.4375,0.875,0.25,0.0,0.35,0.64,5208.0,5208.0,460.0,32.0,655.0,6.09,7.951,0.952,1.005,0.702,0.018,0.049,7.95,0.049,7.95,7.95,11.32,0.04,3.74,1514.0,80.0,0.05,11901.0,7.86,REG,0.0,9.0,28.0,14.0,19.0,9.0,0.0,658.0,167.0,33.0,31.0,62.0,1,2.0,1.0,0.0,0.0,1000,412,578,7.0,9.0,0.0,'7-9-0,0.0,0.5625,1.75,0.875,1.1875,0.5625,0.0,41.125,10.4375,2.0625,1.9375,3.875,0.0625,0.125,0.0625,0.0,0.0,0.41,0.58
NYG,2015,REG,779.0,646.0,657.0,9.0,6109,609.0,392.0,217.0,4500.0,4709.0,4508.0,2121.0,405,1609.0,38.0,208.0,77.0,82.0,135.0,9.0,7.0,6.0,36.0,0.0,14.0,25.0,8.0,12.0,13.0,3.0,1055,396,649,391.0,18.0,6.0,10.0,0.0,'6-10-0,0.375,48.6875,40.375,41.0625,0.5625,381.8125,38.0625,24.5,13.5625,281.25,294.3125,281.75,132.5625,25.3125,100.5625,2.375,13.0,4.8125,5.125,8.4375,0.5625,0.4375,0.375,2.25,0.0,0.875,1.5625,0.5,0.75,0.8125,0.1875,0.38,0.62,4709.0,4709.0,392.0,36.0,609.0,5.79,7.732,0.918,1.162,0.644,0.023,0.059,7.39,0.059,7.4,7.73,11.5,0.015,3.97,1406.0,78.0,0.06,10617.0,7.55,REG,1.0,15.0,26.0,12.0,17.0,9.0,4.0,649.0,266.0,213.0,23.0,82.0,4,0.0,0.0,0.0,0.0,1107,430,660,6.0,10.0,0.0,'6-10-0,0.0625,0.9375,1.625,0.75,1.0625,0.5625,0.25,40.5625,16.625,13.3125,1.4375,5.125,0.25,0.0,0.0,0.0,0.0,0.39,0.6
